Pop,year,Ewes,Rams,Lambs,PneuLamb,PneuAd,PneuRam,PneuEwe,PopTot,PopAdults
Wenaha,1999,36.0,17.0,7.0,1.0,0.0,,0.0,60.0,53.0
Wenaha,2000,28.0,14.0,8.0,0.0,1.0,1.0,0.0,50.0,42.0
Wenaha,2001,35.0,19.0,6.0,1.0,0.0,0.0,0.0,60.0,54.0
Wenaha,2002,29.0,18.0,12.0,0.0,0.0,0.0,0.0,59.0,47.0
Wenaha,2003,32.0,21.0,17.0,0.0,0.0,0.0,0.0,70.0,53.0
Wenaha,2004,32.0,31.0,9.0,1.0,0.0,0.0,0.0,72.0,63.0
Wenaha,2005,35.0,20.0,15.0,0.0,0.0,0.0,0.0,70.0,55.0
Wenaha,2006,31.0,23.0,22.0,0.0,1.0,0.0,0.0,76.0,54.0
Wenaha,2007,33.0,35.0,11.0,1.0,1.0,1.0,1.0,79.0,68.0
Wenaha,2008,44.0,21.0,11.0,1.0,0.0,0.0,0.0,76.0,65.0
Wenaha,2009,32.0,17.0,8.0,1.0,0.0,0.0,0.0,57.0,49.0
Wenaha,2010,37.0,19.0,8.0,1.0,1.0,0.0,0.0,64.0,56.0
Wenaha,2011,35.0,23.0,9.0,1.0,0.0,0.0,0.0,67.0,58.0
Wenaha,2012,34.0,29.0,6.0,1.0,0.0,0.0,0.0,69.0,63.0
Wenaha,2013,39.0,15.0,12.0,1.0,0.0,0.0,0.0,66.0,54.0
Wenaha,2014,37.0,8.0,6.0,2.0,0.0,0.0,0.0,51.0,45.0
Wenaha,2015,42.0,23.0,22.0,0.0,0.0,0.0,0.0,87.0,65.0
